ID,X,Y,POTEAU_ID_POT,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN
49987,-73.55781224235591,45.5231773670759,11584,\P 09h-10h MER. 1 AVRIL AU 1 DEC.,SU-NC-A,0
49988,-73.55781224235591,45.5231773670759,11584,INTERDICTION DE STAT. S3R (GR. R) 17H - 3H,R-XA,3
49992,-73.5502884030401,45.526789283688295,233288,\A EN TOUT TEMPS,AD-TT,2
49993,-73.5502884030401,45.526789283688295,233288,\P 09h30-10h30 MAR. 1 AVRIL AU 1 DEC.,SU-MD-A,3
49994,-73.550042201385,45.527950184352896,233278,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
49995,-73.550042201385,45.527950184352896,233278,\P RESERVE S3R 09h-23h,R-PF,3
49998,-73.5606606916907,45.5330710152664,233791,\A EN TOUT TEMPS,AD-TT,2
50002,-73.5608040621885,45.5332477932568,233790,\A EN TOUT TEMPS,AD-TT,2
50011,-73.5610132493886,45.5330750027556,233786,\A EN TOUT TEMPS,AD-TT,2
50012,-73.5608234871722,45.5329885485067,233785,\A EN TOUT TEMPS,AD-TT,3
50013,-73.5608587109051,45.5330020273209,8851,\A EN TOUT TEMPS,AD-TT,0
50015,-73.5609964003031,45.5330514449889,8852,\A EN TOUT TEMPS,AD-TT,0
50024,-73.5571975909629,45.5309908275489,233782,\A EN TOUT TEMPS,AD-TT,2
50025,-73.557272754631,45.5309130708277,233781,\A EN TOUT TEMPS,AD-TT,3
50028,-73.55751852723809,45.5309341295424,8950,\P 09h-10h MAR. 1 AVRIL AU 1 DEC.,SU-MC-A,0
50029,-73.55751852723809,45.5309341295424,8950,\A EN TOUT TEMPS,AD-TT,3
50030,-73.5575131812515,45.5310401332226,233776,\A EN TOUT TEMPS,AD-TT,2
50031,-73.55744798128441,45.531108130839606,233775,\A EN TOUT TEMPS,AD-TT,3
50032,-73.5573297766613,45.531125368142206,233774,\A EN TOUT TEMPS,AD-TT,2
50090,-73.55861248793559,45.512558839158494,36681,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0
50093,-73.5628629341393,45.5291406343799,130811,\A EN TOUT TEMPS,AD-TT,2
50094,-73.56205355654079,45.528763144563,130815,\P 12h-13h MER. 1 AVRIL AU 1 DEC.,SU-NJ-A,0
50096,-73.56205355654079,45.528763144563,130815,\P RESERVE S3R 09h-23h,R-PF,3
50098,-73.5695399861371,45.505250490860796,93043,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0
50228,-73.55012897188729,45.528350574689505,108468,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50229,-73.55012897188729,45.528350574689505,108468,\P 07h-15h30 LUN. AU VEN.,SV-JT,2
50231,-73.54966795404691,45.5286477229391,108476,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50232,-73.54966795404691,45.5286477229391,108476,\P EN TOUT TEMPS,SD-TT,2
50235,-73.5493986013155,45.5289942777314,108474,\P EN TOUT TEMPS,SD-TT,0
50249,-73.5566466695348,45.5256975020306,29636,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0
50250,-73.5566466695348,45.5256975020306,29636,\A EN TOUT TEMPS,AD-TT,2
50251,-73.5566466695348,45.5256975020306,29636,\P RESERVE S3R 09h-23h,R-PF,3
50252,-73.5568652657862,45.525463435160894,29628,\A EN TOUT TEMPS,AD-TT,3
50386,-73.5590423882325,45.5365978333862,4391,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0
50388,-73.5600719150639,45.536966230085895,186348,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0
50583,-73.5556531101717,45.49705602864739,163025,\P EN TOUT TEMPS,SD-TT,0
50645,-73.5572329837088,45.53133713069779,233766,\A EN TOUT TEMPS,AD-TT,2
50646,-73.55722231222991,45.5312548638041,233765,\A EN TOUT TEMPS,AD-TT,3
50647,-73.5571048410943,45.531200239397705,233764,\A EN TOUT TEMPS,AD-TT,2
50648,-73.55697449628299,45.5312148008817,233763,\A EN TOUT TEMPS,AD-TT,3
50650,-73.5570147142178,45.531231328847106,8857,\A EN TOUT TEMPS,AD-TT,0
50654,-73.55687912671259,45.5314048673168,233762,\A EN TOUT TEMPS,AD-TT,3
50655,-73.5565091359097,45.531791045672904,233761,\A EN TOUT TEMPS,AD-TT,3
50656,-73.556660739536,45.531627730874995,233760,\A EN TOUT TEMPS,AD-TT,2
50657,-73.5565510266562,45.531649615323104,233759,\A EN TOUT TEMPS,AD-TT,3
50658,-73.57926941439979,45.4904732166247,56051,\P 08h-18h LUN. AU VEN.,SV-OD,0
50660,-73.57960831680471,45.4906709468447,56050,\P 08h-18h LUN. AU VEN.,SV-OD,0
50676,-73.56038971337671,45.530264202607604,233758,\A EN TOUT TEMPS,AD-TT,3
50677,-73.5603935616311,45.530342927462904,233757,\A EN TOUT TEMPS,AD-TT,2
50678,-73.5603638856113,45.5304872412828,8804,\P 09h-10h LUN. JEU. 1 MARS AU 1 DEC.,SB-JC,0
50679,-73.5603638856113,45.5304872412828,8804,\A EN TOUT TEMPS,AD-TT,3
50680,-73.5601969082588,45.530471915159104,233756,\A EN TOUT TEMPS,AD-TT,2
50681,-73.55995986676491,45.530545943577096,172361,\P EN TOUT TEMPS,SD-TT,3
50682,-73.55995986676491,45.530545943577096,172361,\P 08h-09h MAR. VEN. 1 MARS AU 1 DEC.,SB-VA,0
50686,-73.5460900763689,45.5271554896474,180847,\P EN TOUT TEMPS,SD-TT,2
50687,-73.5460900763689,45.5271554896474,180847,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,3
50688,-73.54585585238841,45.527425535668705,144377,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50689,-73.54585585238841,45.527425535668705,144377,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,2
50690,-73.5455990825462,45.5275066239786,220028,\P EN TOUT TEMPS,SD-TT,2
50691,-73.5455990825462,45.5275066239786,220028,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,3
50692,-73.5457945335553,45.5277764975337,28452,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50693,-73.5460009389973,45.52774042103721,149432,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50694,-73.5460009389973,45.52774042103721,149432,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,3
50696,-73.54607309433291,45.5279158605842,149429,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50697,-73.54607309433291,45.5279158605842,149429,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,2
50699,-73.54620745837171,45.5278438191847,28463,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50700,-73.54620745837171,45.5278438191847,28463,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,2
50702,-73.5465065145172,45.5281046511596,28450,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,3
50704,-73.5465065145172,45.5281046511596,28450,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50706,-73.54684898914209,45.5281225079995,28467,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50707,-73.54684898914209,45.5281225079995,28467,\P EN TOUT TEMPS,SD-TT,2
50708,-73.5474946635489,45.528540666521394,32617,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50709,-73.5474946635489,45.528540666521394,32617,\P RESERVE S3R 09h-23h,R-PF,2
50710,-73.54893017541359,45.5290709656434,162380,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50711,-73.5488814465193,45.529156471201496,165999,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50712,-73.5488814465193,45.529156471201496,165999,\P RESERVE S3R 09h-23h,R-PF,2
50713,-73.5501005544809,45.5296958463432,233304,\A EN TOUT TEMPS,AD-TT,3
50714,-73.5501005544809,45.5296958463432,233304,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,2
50715,-73.5503358984161,45.529803723540105,166006,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50717,-73.5503814418344,45.5297227179704,166005,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50718,-73.5512527626765,45.53010476184179,166003,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50719,-73.5512527626765,45.53010476184179,166003,\P RESERVE S3R 09h-23h,R-PF,3
50720,-73.55191527721409,45.530509390095204,28398,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50721,-73.5531771799564,45.530967727344,80520,\P RESERVE S3R 09h-23h,R-PF,3
50722,-73.5531771799564,45.530967727344,80520,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50723,-73.55315686116991,45.531062219854604,28381,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50724,-73.55380237571299,45.531228387788296,160374,\P 10h-11h LUN. 1 AVRIL AU 1 DEC.,SU-LE-A,0
50725,-73.5537052272742,45.5313094189736,28373,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0
50726,-73.5537052272742,45.5313094189736,28373,\P RESERVE S3R 09h-23h,R-PF,3
50751,-73.5469943774079,45.5296825170467,233752,\P 09h-17h LUN. JEU.,SD-ZD,2
50752,-73.5469943774079,45.5296825170467,233752,\A EN TOUT TEMPS,AD-TT,3
50783,-73.55941412487009,45.531144252486,233751,\A EN TOUT TEMPS,AD-TT,3
50797,-73.55933787367559,45.531025378449,233749,\A EN TOUT TEMPS,AD-TT,2
50801,-73.55938373904979,45.5309331751477,46466,\A EN TOUT TEMPS,AD-TT,3
50802,-73.5596014006652,45.5309452006129,233748,\A EN TOUT TEMPS,AD-TT,2
50803,-73.5596308613137,45.5311765517391,233746,\A EN TOUT TEMPS,AD-TT,3
50804,-73.5595264510023,45.5311985532574,102477,\P 08h-09h LUN. 1 AVRIL AU 1 DEC.,SU-LA-A,0
50805,-73.5595264510023,45.5311985532574,102477,\A EN TOUT TEMPS,AD-TT,2
50810,-73.57998920389309,45.4982023784019,25304,Arrêt d'autobus,BUS,0
50812,-73.5801234018868,45.4983732546723,25307,\A EN TOUT TEMPS,AD-TT,0
50821,-73.5997488910963,45.497691918667,165891,\P EN TOUT TEMPS,SD-TT,0
50823,-73.599861388988,45.4975478453508,165945,\P EN TOUT TEMPS,SD-TT,0
50824,-73.6003845519437,45.4969579890026,127111,\P EN TOUT TEMPS,SD-TT,0
50827,-73.6002715273332,45.4970345750119,165950,\P EN TOUT TEMPS,SD-TT,0
50828,-73.6001692301682,45.4966162372881,166367,\P EN TOUT TEMPS,SD-TT,0
50829,-73.59918143157371,45.496293155350706,127109,\P EN TOUT TEMPS,SD-TT,8
50832,-73.574694392468,45.5010089761017,63057,Arrêt d'autobus,BUS,0
50837,-73.5744998388157,45.50084263212871,63075,Arrêt d'autobus,BUS,0
50838,-73.57515847792709,45.5011796419339,63054,\P 18h-24h,SD-SR,3
50851,-73.5685195482949,45.5023806086155,159675,\P RESERVE TAXIS,R-TA,0
50852,-73.56891169586441,45.5025918358533,92127,\P RESERVE TAXIS,R-TA,0
51135,-73.5506326462644,45.532795555610505,120239,\P 07h-08h LUN. 1 AVRIL AU 1 DEC.,SU-LS-A,0
51136,-73.54882017506259,45.5309336789526,114771,\P 13h-14h MAR. 1 AVRIL AU 1 DEC.,SU-ML-A,0
51137,-73.5496157591723,45.5298130369812,29606,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0
51138,-73.5523062359385,45.5271393148697,29363,\P RESERVE HANDICAPES (PICTO),R-TD,2
51140,-73.5524457125183,45.5269862782502,29360,\P 13h-14h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VS-A,0
51141,-73.5524457125183,45.5269862782502,29360,\P RESERVE HANDICAPES (PICTO),R-TD,3
51144,-73.5562471248301,45.52339411000629,143471,\P 09h-10h JEU. 1 AVRIL AU 1 DEC.,SU-JC-A,0
51145,-73.5562471248301,45.52339411000629,143471,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,0
51146,-73.55565826453959,45.522984971308205,164875,\P 09h30-10h30 MER. 1 AVRIL AU 1 DEC,SU-ND-A,0
51147,-73.5544498425399,45.52265261293861,33976,\A EN TOUT TEMPS,AD-TT,2
51164,-73.5538861420799,45.5313858200529,28352,\A EN TOUT TEMPS,AD-TT,2
51165,-73.5569743084865,45.532423634991396,131709,\P 09h-10h LUN. 1 AVRIL AU 1 DEC.,SU-LC-A,0
51180,-73.5571842115883,45.5314831989189,222293,\A EN TOUT TEMPS,AD-TT,3
51203,-73.5559360851355,45.5320642127252,131726,\A EN TOUT TEMPS,AD-TT,0
51204,-73.5557306249009,45.531848351917,131727,\A EN TOUT TEMPS,AD-TT,0
51209,-73.5562057484501,45.5320550819779,131725,\A EN TOUT TEMPS,AD-TT,0
51210,-73.55624590172859,45.532199036363494,217167,\A EN TOUT TEMPS,AD-TT,0
51212,-73.556529143968,45.5320051703337,232802,\A EN TOUT TEMPS,AD-TT,0
51224,-73.5571936131868,45.531285229731395,180836,\P 09h-10h MAR. VEN. 1 MARS AU 1 DEC.,SB-VC,0
51228,-73.5569496122848,45.5315495082384,232800,\A EN TOUT TEMPS,AD-TT,0
51240,-73.55674518743841,45.5317668669777,116820,\A EN TOUT TEMPS,AD-TT,0
51288,-73.58040894761541,45.5082443317141,56335,\A EN TOUT TEMPS,AD-TT,0
51290,-73.5791943658549,45.507669281168795,92016,\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AE-A,0
51291,-73.5783923796801,45.5072829021496,92017,\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AE-A,0
51295,-73.5775203660051,45.506860571320495,92024,\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AE-A,0
51296,-73.576707583488,45.506460690107005,219521,\A EN TOUT TEMPS,AD-TT,2
51297,-73.576707583488,45.506460690107005,219521,\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AE-A,0
51298,-73.5758004450075,45.506069864158896,234361,\A EN TOUT TEMPS,AD-TT,0
51299,-73.57476521157291,45.5055666345626,234358,\A EN TOUT TEMPS,AD-TT,0
51402,-73.5597426624515,45.530964482350704,102466,\A EN TOUT TEMPS,AD-TT,3
51403,-73.5597426624515,45.530964482350704,102466,\P RESERVE HANDICAPES (PICTO),R-TD,2
51411,-73.559424009707,45.5315585420134,143819,\P 09h-10h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VC-A,0
51412,-73.559424009707,45.5315585420134,143819,\A EN TOUT TEMPS,AD-TT,2
51413,-73.5592976856449,45.531439873962896,233743,\A EN TOUT TEMPS,AD-TT,3
51414,-73.55917897279559,45.531387699896605,157557,\P 08h-09h MAR. VEN. 1 MARS AU 1 DEC.,SB-VA,0
51415,-73.55917897279559,45.531387699896605,157557,\A EN TOUT TEMPS,AD-TT,2
51416,-73.5590271163275,45.5315587477871,233742,\A EN TOUT TEMPS,AD-TT,3
51417,-73.5591273091144,45.5316041468147,233741,\A EN TOUT TEMPS,AD-TT,2
51421,-73.55884295208891,45.5316515891563,233739,\A EN TOUT TEMPS,AD-TT,3
51422,-73.55884295208891,45.5316515891563,233739,\P RESERVE S3R 09h-23h,R-PF,2
51423,-73.55897436503021,45.5316172645364,227504,\A EN TOUT TEMPS,AD-TT,2
51424,-73.5591216139661,45.5316306860001,102469,\P 08h-09h LUN. 1 AVRIL AU 1 DEC.,SU-LA-A,0
51425,-73.5591216139661,45.5316306860001,102469,\A EN TOUT TEMPS,AD-TT,3
51510,-73.5588256019989,45.532067260478705,233720,\A EN TOUT TEMPS,AD-TT,2
51511,-73.55855629044692,45.531946181608,233717,\A EN TOUT TEMPS,AD-TT,3
51512,-73.55849042310099,45.5321482830739,233715,\A EN TOUT TEMPS,AD-TT,3
51513,-73.5585966609112,45.532194948239095,233713,\A EN TOUT TEMPS,AD-TT,2
51514,-73.5587096523086,45.532173681032106,233714,\A EN TOUT TEMPS,AD-TT,3
51515,-73.5582085084267,45.5326179267525,233711,\A EN TOUT TEMPS,AD-TT,3
51516,-73.55812679340279,45.532799870682204,233710,\A EN TOUT TEMPS,AD-TT,3
51517,-73.55798643439691,45.5328407316876,233708,\A EN TOUT TEMPS,AD-TT,2
51518,-73.5577618488461,45.5329381629827,233707,\A EN TOUT TEMPS,AD-TT,2
51529,-73.55787053214259,45.532971527970105,233701,\A EN TOUT TEMPS,AD-TT,3
51530,-73.5577040250016,45.533147089664794,233700,\A EN TOUT TEMPS,AD-TT,2
51533,-73.5576094009232,45.533252994397294,233698,\A EN TOUT TEMPS,AD-TT,3
51534,-73.55755775737921,45.53342144315349,233697,\A EN TOUT TEMPS,AD-TT,3
51535,-73.5574317302178,45.533443768581705,233696,\A EN TOUT TEMPS,AD-TT,2
51542,-73.5991509531094,45.49533034852549,127839,\A EN TOUT TEMPS,AD-TT,0
51546,-73.5985895582292,45.4953173367681,135894,\A 06h30-09h30 LUN. AU VEN.,AV-DC,0
51548,-73.5985895582292,45.4953173367681,135894,\A EN TOUT TEMPS,AD-TT,3
51549,-73.5985895582292,45.4953173367681,135894,\P RESERVE S3R 09h30-23h     (2 SECTEURS),R-RA-2S,2
51554,-73.5981169259903,45.4952997468229,135906,\A 06h30-09h30 LUN. AU VEN.,AV-DC,0
51556,-73.5981169259903,45.4952997468229,135906,\P RESERVE S3R 09h30-23h     (2 SECTEURS),R-RA-2S,0
51557,-73.5978831136158,45.49528486602429,233692,\A EN TOUT TEMPS,AD-TT,2
51558,-73.5978831136158,45.49528486602429,233692,\P RESERVE S3R 09h30-23h     (2 SECTEURS),R-RA-2S,3
51559,-73.59702004981179,45.49549142369389,233691,\P EN TOUT TEMPS,SD-TT,3
51560,-73.59702004981179,45.49549142369389,233691,\A EN TOUT TEMPS,AD-TT,2
51561,-73.59702004981179,45.49549142369389,233691,\A 14h30-18h30 LUN A VEN,AV-PR,3
51562,-73.59705440560721,45.495678589103406,56085,\P EN TOUT TEMPS,SD-TT,0
51563,-73.5971748082998,45.495709981288606,56082,\A EN TOUT TEMPS,AD-TT,2
51564,-73.5971748082998,45.495709981288606,56082,\P 12h30-13h30 VEN. 1 MARS AU 1 DEC.,SU-VK,0
51565,-73.5971748082998,45.495709981288606,56082,P 02h 08h-18h LUN. AU VEN.,PV-JK,3
51568,-73.5972444349951,45.4955074570865,233690,\A EN TOUT TEMPS,AD-TT,3
51571,-73.5976191874636,45.4951914450815,233687,\A EN TOUT TEMPS,AD-TT,2
51572,-73.5978455107039,45.4951155115512,159384,\A EN TOUT TEMPS,AD-TT,3
51652,-73.56457002591941,45.5175677420996,36234,\P 07h-09h30 LUN A VEN,SV-AU,0
51653,-73.56457002591941,45.5175677420996,36234,Arrêt d'autobus,BUS,2
51656,-73.5644099212047,45.51783328549811,36231,\P 07h-09h30 LUN A VEN,SV-AU,0
51660,-73.56408775138,45.5183778702938,36331,\P 07h-09h30 LUN A VEN,SV-AU,0
51661,-73.5635831335949,45.519250997608204,36303,\P 07h-09h30 LUN A VEN,SV-AU,0
51663,-73.5633730973401,45.51958405528811,36298,\P 07h-09h30 LUN A VEN,SV-AU,0
51667,-73.56327291875171,45.519786574911,36292,\P 07h-09h30 LUN A VEN,SV-AU,0
51676,-73.54413843066399,45.532618281826295,71920,\A EN TOUT TEMPS,AD-TT,0
51715,-73.5438996942819,45.53328425416229,71928,\A EN TOUT TEMPS,AD-TT,0
51716,-73.5439867216906,45.5330412643532,71925,\A EN TOUT TEMPS,AD-TT,0
51717,-73.5440545983619,45.532852272153704,71921,\A EN TOUT TEMPS,AD-TT,0
51721,-73.54424902500159,45.532307794801,71917,\A EN TOUT TEMPS,AD-TT,0
51725,-73.5442769055339,45.5321548114678,71916,\A EN TOUT TEMPS,AD-TT,2
51726,-73.5442769055339,45.5321548114678,71916,\A 16h-18h LUN. AU VEN.,AV-PJ,3
51728,-73.54407299692271,45.5333606736814,71930,\A EN TOUT TEMPS,AD-TT,0
51729,-73.54417959619092,45.5330636858793,71926,\A EN TOUT TEMPS,AD-TT,0
51734,-73.54423667330059,45.532883696131705,71922,\A EN TOUT TEMPS,AD-TT,0
51741,-73.54432650609,45.532645204152004,71918,\A EN TOUT TEMPS,AD-TT,0
51796,-73.5564222790683,45.5321359606935,116825,\A EN TOUT TEMPS,AD-TT,0
52070,-73.5563107163633,45.518962365871204,52922,\P 12h30-13h30 MER. 1 AVRIL AU 1 DEC.,SU-NK-A,0
52071,-73.5563107163633,45.518962365871204,52922,INTERDICTION DE STAT. S3R (GR. R) 17H - 3H,R-XA,3
52073,-73.55649696421591,45.5184178703716,12633,\P 08h-17h LUN. AU VEN.,SV-JC,0
52078,-73.561696134898,45.5238637128868,14090,\P 09h30-10h30 JEU. 1 AVRIL AU 1 DEC.,SU-JD-A,0
52079,-73.561696134898,45.5238637128868,14090,\P 07h30-17h JOURS D'ECOLE,SE-JE,3
52080,-73.56196669006941,45.523980545607,143380,\P 09h30-10h30 JEU. 1 AVRIL AU 1 DEC.,SU-JD-A,0
52081,-73.56196669006941,45.523980545607,143380,\P 07h30-17h JOURS D'ECOLE,SE-JE,0
52083,-73.55863889032258,45.526420867452,27176,\A EN TOUT TEMPS,AD-TT,3
52084,-73.55863889032258,45.526420867452,27176,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0
52089,-73.558375747028,45.526902416251204,8515,Arrêt d'autobus,BUS,0
52094,-73.55841835085,45.52708686151671,77559,Arrêt d'autobus,BUS,0
52202,-73.5983096896686,45.494533390634395,233686,\A EN TOUT TEMPS,AD-TT,3
52203,-73.5981587746955,45.494723522556704,233683,\A EN TOUT TEMPS,AD-TT,2
52206,-73.5986101286685,45.494149635976896,233680,\A EN TOUT TEMPS,AD-TT,3
52208,-73.59864867428959,45.4942937217815,233679,\A EN TOUT TEMPS,AD-TT,3
52209,-73.59864867428959,45.4942937217815,233679,\P EN TOUT TEMPS,SD-TT,2
52211,-73.59909808521451,45.49436756095489,127095,\P 09h-17h MAR.,SD-ZE,0
52213,-73.5988560415091,45.4942822854581,127092,\A EN TOUT TEMPS,AD-TT,2
52214,-73.5988560415091,45.4942822854581,127092,\P 09h-17h MAR.,SD-ZE,3
52217,-73.5798001024278,45.492560487205104,55969,\A 07h-09h30  15h30-17h30 LUN. AU VEN.,AV-QK,0
52219,-73.5798001024278,45.492560487205104,55969,\P 09h30-15h30 LUN. AU VEN.,SV-OG,0
52221,-73.5987729215182,45.4939565506777,233677,\A EN TOUT TEMPS,AD-TT,2
52222,-73.5987729215182,45.4939565506777,233677,P 02h 08h-19h,PD-JF,3
52227,-73.598684160014,45.4938505087328,56101,\A EN TOUT TEMPS,AD-TT,3
52228,-73.598684160014,45.4938505087328,56101,P 02h 08h-19h,PD-JF,2
52231,-73.5986369824655,45.493745420646,233676,\A EN TOUT TEMPS,AD-TT,2
52251,-73.59809235194679,45.49296626428921,233670,\A EN TOUT TEMPS,AD-TT,3
52252,-73.5980525825285,45.4932436575401,159808,\A EN TOUT TEMPS,AD-TT,3
52271,-73.58378930528791,45.4897411161211,58293,Arrêt d'autobus,BUS,0
52275,-73.5839737781356,45.48958800698179,58295,Arrêt d'autobus,BUS,0
52286,-73.582954593952,45.489516764053796,166066,Arrêt d'autobus,BUS,2
52291,-73.5828976179011,45.489651782191494,166071,Arrêt d'autobus,BUS,0
52293,-73.58316731268809,45.4898045598283,187082,Arrêt d'autobus,BUS,8
52294,-73.583451402202,45.48996632476,58288,Arrêt d'autobus,BUS,2
52305,-73.5967353331047,45.4923567329399,233663,\A EN TOUT TEMPS,AD-TT,3
52307,-73.5957708013385,45.4938393288102,233662,\A EN TOUT TEMPS,AD-TT,3
52308,-73.5957708013385,45.4938393288102,233662,\P 13h30-14h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JM-A,2
52309,-73.5957708013385,45.4938393288102,233662,P 02h 09h-17h LUN A VEN,PV-OB,2
52312,-73.5956187462949,45.4938587218629,233661,\A EN TOUT TEMPS,AD-TT,2
52313,-73.5954785120092,45.493741094509105,233660,\A EN TOUT TEMPS,AD-TT,3
52315,-73.5954760571881,45.4936361027017,233659,\A EN TOUT TEMPS,AD-TT,2
52317,-73.5954448266571,45.4934168366835,55663,\A EN TOUT TEMPS,AD-TT,3
52318,-73.5954448266571,45.4934168366835,55663,\P 09h-17h LUN. MER. JEU.,ST-JJ,2
52319,-73.5954448266571,45.4934168366835,55663,P 2h 09h-17h MAR ET VEN,PB-JD,2
52328,-73.5957304214621,45.493484086040404,54857,\A EN TOUT TEMPS,AD-TT,2
52329,-73.5959804161131,45.4937808249555,104086,\A EN TOUT TEMPS,AD-TT,2
52330,-73.5959804161131,45.4937808249555,104086,\P 13h30-14h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VM-A,0
52331,-73.5959804161131,45.4937808249555,104086,P 02h 09h-17h LUN A VEN,PV-OB,3
52341,-73.5689533280738,45.495100611927995,90771,\A 18h-00h,AD-SA,0
52346,-73.56842444674729,45.495514858313896,122990,\A EN TOUT TEMPS,AD-TT,3
52347,-73.56842444674729,45.495514858313896,122990,\A 18h-00h,AD-SA,2
52348,-73.5680318049218,45.495839036745394,122991,\A 18h-00h,AD-SA,0
52349,-73.55476766784591,45.51708694831321,220733,\A EN TOUT TEMPS,AD-TT,2
52354,-73.56243644496979,45.5132271949767,159752,\P 06h30-07h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-AB-A,0
52355,-73.56243644496979,45.5132271949767,159752,\P EN TOUT TEMPS,SD-TT,2
52357,-73.5623329652798,45.513330733252104,12180,\P EN TOUT TEMPS,SD-TT,3
52410,-73.582836030054,45.4893638764116,56249,\A EN TOUT TEMPS,AD-TT,0
52426,-73.5656582770576,45.510233415041895,187019,\A EN TOUT TEMPS,AD-TT,0
52430,-73.5656070373136,45.5101929515965,52604,\A EN TOUT TEMPS,AD-TT,0
52466,-73.55279928953959,45.5380136346151,3541,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
52467,-73.55537508091359,45.5389167516529,130040,\P EN TOUT TEMPS,SD-TT,3
52468,-73.55893468172229,45.5372862648219,136575,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
52469,-73.55782830803409,45.5368954008796,136582,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
52470,-73.556563831405,45.5216752593213,106623,\P 09h-22h30,SD-JP,3
52472,-73.556563831405,45.5216752593213,106623,\P 09h-10h MER. 1 AVRIL AU 1 DEC.,SU-NC-A,0
52475,-73.55586795622,45.5194125035104,12997,\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.,SL-AN,2
52483,-73.5581944928787,45.530362389629005,46486,Arrêt d'autobus,BUS,0
52490,-73.59103272523609,45.492646571620504,156909,\P RESERVE S3R 09h-23h,R-PF,3
52491,-73.59103272523609,45.492646571620504,156909,P 02h 08h-19h LUN. AU VEN.,PV-JL,2
52493,-73.5906073260375,45.492898866346394,157737,\P RESERVE S3R 09h-23h,R-PF,0
52495,-73.590417576224,45.4929159877684,233169,\P EN TOUT TEMPS,SD-TT,3
52496,-73.590417576224,45.4929159877684,233169,\P RESERVE S3R 09h-23h,R-PF,2
52626,-73.56323945981059,45.5138341461736,136965,\P DEUX COTES,SD-TC,0
